"","duration","gross","genres","movie_title","num_voted_users","plot_keywords","movie_imdb_link","language","country","budget","title_year","imdb_score"
"4208",90,75727,"Drama|Romance|Sci-Fi|Thriller","Sleep Dealer ",5699,"computer|future|mexican immigrant|network|wilhelm scream","http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1","Spanish","USA",2500000,2008,5.9
"4209",96,322157,"Comedy|Crime|Drama","Super ",61787,"drug dealer|superhero|tragedy|tragic hero|tragic love","http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1","English","USA",2500000,2010,6.8
"4213",120,5731103,"Drama|History","Get on the Bus ",4100,"actor|bus|march|million man march|religion","http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1","English","USA",2400000,1996,6.8
"4214",101,978908,"Drama|Horror|Mystery|Thriller","Thr3e ",4057,"bound with duct tape|flash forward|number|riddle|stalking","http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1","English","Poland",2400000,2006,5.1
"4217",101,327919,"Crime|Drama","This Is England ",99177,"england|racism|racist|skinhead|violence","http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1","English","UK",1500000,2006,7.7
"4220",105,178739,"Drama|Musical","Go for It! ",1015,"exclamation point in title|imperative in title|punctuation in title|three word title","http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1","English","USA",2450000,2011,3.9
"4226",120,76400000,"Animation|Family|Fantasy|Music","Fantasia ",71321,"apprentice|classical music|disney|mouse|orchestra","http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1","English","USA",2280000,1940,7.8
"4229",91,36200000,"Horror|Thriller","Friday the 13th Part III ",31952,"defecation|hockey mask|jason voorhees|lake|serial killer","http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1","English","USA",4e+06,1982,5.7
"4230",92,21300000,"Horror|Mystery|Thriller","Friday the 13th: A New Beginning ",22521,"jason voorhees|murder|new jersey|nightmare|teenager","http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1","English","USA",2200000,1985,4.7
"4231",117,379643,"Drama","The Last Sin Eater ",1573,"1850s|christian film|dark secret|funeral|sin eater","http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1","English","USA",2200000,2007,5.9
"4232",120,12985267,"Drama","Do You Believe? ",4977,"belief|faith|pastor|question in title|three word title","http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1","English","USA",2300000,2015,5.9
"4239",172,23650000,"Drama|Romance|War","The Best Years of Our Lives ",40359,"love|pity|readjusting to civilian life|veteran|world war two veteran","http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1","English","USA",2100000,1946,8.1
"4241",89,313436,"Comedy|Drama","Elling ",12244,"friendship|mental illness|poet|sex obsession|virgin","http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1","Norwegian","Norway",15500000,2001,7.6
"4242",125,3330,"Crime|Drama","Mi America ",22,"","http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1","English","USA",2100000,2015,7.2
"4248",115,24800000,"Action|Adventure|Thriller","From Russia with Love ",89403,"assassin|british agent|british secret service|decoder|russian","http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1","English","UK",2e+06,1963,7.5
"4249",96,792966,"Action|Comedy|Horror|Sci-Fi","The Toxic Avenger Part II ",4663,"bare breasts|japan|tokyo japan|toxic avenger|troma","http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1","English","USA",2300000,1989,5.1
"4252",100,14673301,"Horror|Mystery","It Follows ",112899,"ambiguous ending|being followed|sex scene|supernatural|supernatural being","http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1","English","USA",2e+06,2014,6.9
"4255",87,9003011,"Action|Adventure|Sci-Fi|Thriller","Mad Max 2: The Road Warrior ",133966,"australian|gasoline|post apocalypse|refinery|warrior","http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1","English","Australia",2e+06,1981,7.6
"4256",102,11546543,"Action|Comedy","The Legend of Drunken Master ",34520,"battle|fight|fighting|martial artist|snake","http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1","Cantonese","Hong Kong",2e+06,1994,7.6
"4258",118,11533945,"Biography|Crime|Drama|Romance","Boys Don't Cry ",77551,"drinking|female dressed as male|love|nebraska|transgender","http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1","English","USA",2e+06,1999,7.6
"4259",86,12555230,"Drama|Horror|Mystery|Thriller","Silent House ",18566,"bound and gagged|girl|haunted house|hearing noises|uninterrupted shot","http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1","English","France",2e+06,2011,5.3
"4260",137,11284657,"Drama|Thriller","The Lives of Others ",259379,"east germany|police|secret police|stasi|writer","http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1","German","Germany",2e+06,2006,8.5
"4261",129,34522221,"Drama","Courageous ",15401,"faith|fatherhood|integrity|police|responsibility","http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1","English","USA",2e+06,2011,7
"4264",80,7002255,"Animation|Comedy|Drama","The Triplets of Belleville ",42462,"belleville|dog|mafia|tour de france|very little dialogue","http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1","French","France",9500000,2003,7.8
"4265",89,6719300,"Comedy|Drama","Smoke Signals ",8224,"family abandonment|fire|loss of father|native american protagonist|native american reservation","http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1","English","Canada",2e+06,1998,7.2
"4267",80,5792822,"Drama|Romance","Before Sunset ",168398,"book|bookstore|love|simultaneity|train","http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1","English","USA",2700000,2004,8
"4268",115,5383834,"Drama|Thriller","Amores Perros ",173551,"animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline","http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1","Spanish","Mexico",2e+06,2000,8.1
"4269",100,4599680,"Drama","Thirteen ",68222,"13 year olds|adolescence|friend|peer pressure|teacher","http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1","English","USA",1500000,2003,6.8
"4271",100,6531491,"Drama","Winter's Bone ",111658,"bail|crystal meth|family relationships|female protagonist|search for father","http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1","English","USA",2e+06,2010,7.2
"4274",91,3885134,"Comedy|Drama","Me and You and Everyone We Know ",31130,"fellatio|seven word title|shoe salesman|title directed by female|written by director","http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1","English","USA",2e+06,2005,7.4
"4276",96,3590010,"Drama|Music|Romance","We Are Your Friends ",20885,"box office flop|critically bashed|male objectification|narcissism|wannabe dj","http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1","English","UK",2e+06,2015,6.1
"4278",116,3335839,"Action|Crime|Drama|Thriller","Harsh Times ",54657,"blood splatter|friend|lapd|mexican|violence","http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1","English","USA",2e+06,2005,7
"4279",97,2557668,"Crime|Drama|Thriller","Captive ",3911,"auto theft|based on true story|drug addict|kidnapping|violence","http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1","English","USA",2e+06,2015,5.3
"4280",101,2506446,"Comedy|Romance","Full Frontal ",8662,"birthday|friend|hollywood|party|sex","http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1","English","USA",2e+06,2002,4.7
"4281",98,7369373,"Horror|Mystery|Thriller","Witchboard ",4288,"evil spirit|hatchet|ouija|ouija board|psychopathic killer","http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1","English","UK",2e+06,1986,5.7
"4283",150,4414535,"Drama","Hamlet ",30618,"classic literature|denmark|funeral|madness|prince","http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1","English","UK",1.8e+07,1996,7.8
"4284",101,1984378,"Comedy|Drama|Romance","Shortbus ",27346,"controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex","http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1","English","USA",2e+06,2006,6.5
"4285",90,2283276,"Animation|Biography|Documentary|Drama|History|War","Waltz with Bashir ",46107,"bar|dog|interview|lebanon|nightmare","http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1","Hebrew","Israel",1500000,2008,8
"4286",120,1098224,"Adventure","The Book of Mormon Movie, Volume 1: The Journey ",397,"jerusalem|journey|promised land|ship|wilderness","http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1","English","USA",2e+06,2003,3.3
"4287",102,1430185,"Documentary|War","No End in Sight ",7314,"american politics|iraq|iraq war|occupation|white house","http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1","English","USA",2e+06,2007,8.3
"4288",102,1477002,"Drama|Romance","The Diary of a Teenage Girl ",16645,"1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity","http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1","English","USA",2e+06,2015,6.9
"4290",100,1134049,"Documentary|History","In the Shadow of the Moon ",5475,"1960s|astronaut|moon|nasa|spacecraft accident","http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1","English","UK",2e+06,2007,8.1
"4292",89,653621,"Biography|Documentary|History","Inside Deep Throat ",5615,"clitoris|deep throat|fellatio|oral sex|porn industry","http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1","English","USA",2e+06,2005,6.8
"4295",86,535249,"Comedy","The Virginity Hit ",3467,"masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless","http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1","English","USA",3400000,2010,4.6
"4297",96,371081,"Comedy|Drama","House of D ",7479,"artist|butchery|catholic|catholic school|friend","http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1","English","USA",6e+06,2004,7
"4299",91,124494,"Action|Adventure|Comedy|Drama|Music|Sci-Fi","Six-String Samurai ",5613,"boy|guitar|orphan|rock 'n' roll|sword","http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1","English","USA",2e+06,1998,6.7
"4302",85,100669,"Comedy|Drama","Saint John of Las Vegas ",2522,"city name in title|male frontal nudity|place name in title","http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1","English","USA",3800000,2009,5.8
"4304",129,186354,"Drama","Stonewall ",1758,"box office flop|critically bashed|gay rights|new york city|stonewall riots","http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1","English","USA",13500000,2015,4.5
"4310",95,17580,"Drama","The Missing Person ",1268,"cellphone|detective|missing person|private detective|train","http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1","English","USA",1500000,2009,6.2
"4312",92,12667,"Drama|Romance","London ",19336,"bar|coke|drugs|party|snorting","http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1","English","UK",14000,2005,6.6
"4313",96,198407,"Drama","Sherrybaby ",10282,"ex convict|halfway house|nipples visible through clothing|orgasm|parole officer","http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1","English","USA",2e+06,2006,6.6
"4314",85,13973532,"Comedy|Crime","Stealing Harvard ",11211,"black humor|crying during sex|harvard|humor|man with glasses","http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1","English","USA",2.5e+07,2002,5.1
"4319",119,4958,"Action|Crime|Drama","Gangster's Paradise: Jerusalema ",9689,"carjacking|drug lord|johannesburg south africa|police|post apartheid","http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1","English","South Africa",2e+06,2008,7.8
"4329",92,7927,"Crime|Drama|Film-Noir|Mystery|Thriller","The Lady from Shanghai ",19236,"law partner|murder|partner|seaman|yacht","http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1","English","USA",2300000,1947,7.7
"4334",106,2436,"Comedy|Fantasy|Musical|Sci-Fi","The Ghastly Love of Johnny X ",344,"1950s|independent film|outlaw|trial","http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1","English","USA",2e+06,2012,5.7
"4344",99,4600000,"Crime|Drama","River's Edge ",11763,"death|friend|high school|murder|police","http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1","English","USA",1900000,1986,7.1
"4345",103,1420578,"Drama|Fantasy","Northfork ",4894,"boy|caretaker|dam|evacuation|orphanage","http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1","English","USA",1900000,2003,6.4
"4347",95,1028658,"Drama|Mystery|Thriller","Buried ",118684,"buried alive|coffin|iraq|one person|single set production","http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1","English","Spain",3e+06,2010,7
"4350",95,18435,"Drama","One to Another ",1010,"fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy","http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1","French","France",1400000,2006,5.8
"4351",100,35266619,"Drama|Fantasy|Horror","Carrie ",108248,"outcast|prom|self injury|telekinesis|tragic event","http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1","English","USA",3e+07,2013,5.9
"4353",101,26505000,"Horror","A Nightmare on Elm Street ",149293,"freddy krueger|lucid dream|serial killer|slasher|sleep deprivation","http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1","English","USA",1800000,1984,7.5
"4354",90,2957978,"Biography|Crime|Documentary|History|Thriller","Man on Wire ",40481,"new york city|passion|reenactment|rooftop|tower","http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1","English","UK",1e+06,2008,7.8
"4356",89,444044,"Drama","Brotherly Love ",744,"basketball|burglary|police|robbery|teenage girl","http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1","English","USA",1900000,2015,7.2
"4357",87,40990055,"Drama|Horror|Thriller","The Last Exorcism ",41509,"cult film|documentary crew|exorcism|found footage|satanic ritual","http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1","English","France",1800000,2010,5.6
"4361",118,5709616,"Drama|Romance","El crimen del padre Amaro ",11088,"church|love|mexico|politics|priest","http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1","Spanish","Mexico",1800000,2002,6.8
"4362",93,12784397,"Drama|Fantasy","Beasts of the Southern Wild ",70336,"auroch|community|hospital|illness|six year old","http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1","English","USA",1800000,2012,7.3
"4364",109,3050934,"Drama|Music","Songcatcher ",2794,"doctor|mountain|musician|song|university","http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1","English","USA",1800000,2000,7.3
"4367",90,638476,"Comedy|Documentary","The Greatest Movie Ever Sold ",13223,"advertising|movie in title|product placement","http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1","English","USA",1500000,2011,6.6
"4369",108,505295,"Adventure|Drama","Travelers and Magicians ",1747,"bhutan|buddhist|monk|storytelling|weaver","http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1","Dzongkha","Australia",1800000,2003,7.5
"4376",81,7267324,"Crime|Drama","Run Lola Run ",161471,"bechdel test failed|money|multiple outcomes|repeated event|subway","http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1","German","Germany",3500000,1998,7.8
"4377",93,145540,"Drama|Horror","May ",26773,"case|doll|dry humor|friend|love","http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1","English","USA",5e+05,2002,6.7
"4382",138,35918429,"Crime|Drama","In the Bedroom ",32415,"doctor|maine|only son|school choir|summer","http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1","English","USA",1700000,2001,7.5
"4383",105,92401,"Horror|Thriller","I Spit on Your Grave ",56402,"horror movie remake|rape|rape and revenge|rape victim|revenge","http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1","English","USA",2e+06,2010,6.3
"4384",98,1943649,"Comedy|Crime|Romance","Happy, Texas ",8697,"banker|beauty pageant|escaped convict|gay|pageant","http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1","English","USA",1700000,1999,6.3
"4385",86,992238,"Drama|Romance","My Summer of Love ",16349,"female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire","http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1","English","UK",1700000,2004,6.8
"4386",104,4231500,"Drama|Romance","The Lunchbox ",30479,"delivery|delivery to wrong address|lunchbox|open ended|unconventional romance","http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1","Hindi","India",1e+06,2013,7.8
"4387",100,396035,"Drama|Romance","Yes ",2725,"beach|lebanese|loss|muslim|restaurant","http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1","English","UK",1e+06,2004,6.9
"4392",84,6026908,"Comedy|Drama","Foolish ",536,"accidental killing|drug humor|profanity|sexual humor|stand up comedy","http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1","English","USA",2e+06,1999,4.3
"4394",95,1060591,"Comedy|Drama|Romance","Caramel ",9750,"caramel|friendship|police|secret|suitor","http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1","Arabic","France",1300000,2007,7.2
"4396",90,155972,"Comedy|Drama|Romance","The Bubble ",4702,"gay|hairy chest|homosexual|israel|male nudity","http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1","Hebrew","Israel",1500000,2006,7.3
"4399",123,26893,"Crime|Drama|Romance","Mississippi Mermaid ",4391,"antibes|hotel|island|reunion|reunion island","http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1","French","France",1600000,1969,7.2
"4400",111,2580,"Drama|Mystery","I Love Your Work ",1618,"film student|marriage|mental breakdown|movie star|obsession","http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1","English","USA",1650000,2003,5.4
"4402",110,58885635,"Action|Horror|Thriller","Dawn of the Dead ",194426,"mall|mayhem|nurse|rear entry sex|survival horror","http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2004,7.4
"4403",108,19067631,"Comedy|Drama|Romance","Waitress ",37714,"domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress","http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1","English","USA",2e+06,2007,7.1
"4404",92,11806119,"Action|Biography|Drama|Sport","Bloodsport ",57578,"hand to hand combat|hong kong|kumite|martial arts|tournament","http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1","English","USA",1100000,1988,6.8
"4406",91,7417210,"Drama","Kids ",59041,"coming of age|marijuana|rape|virgin|weed","http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1","English","USA",1500000,1995,7
"4407",88,7362100,"Comedy|Drama","The Squid and the Whale ",60295,"boy|divorce|tennis|tennis coach|writer","http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1","English","USA",1500000,2005,7.4
"4408",97,7022940,"Comedy|Drama|Romance","Kissing Jessica Stein ",14018,"friend|friendship|journalist|new york city|personal ad","http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1","English","USA",1e+06,2001,6.7
"4412",103,5132222,"Drama|Mystery|Romance","Exotica ",14112,"bird|cult film|egg|nightclub|toronto","http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1","English","Canada",2e+06,1994,7.2
"4413",110,2365931,"Comedy|Crime|Drama|Romance","Buffalo '66 ",36657,"shower|stripper|tap dancing|underwear|undressing","http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1","English","USA",1500000,1998,7.5
"4414",103,53991137,"Fantasy|Horror|Mystery|Thriller","Insidious ",202800,"baby|boy|coma|demon|house","http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1","English","USA",1500000,2010,6.8
"4416",114,1221261,"Crime|Drama|Thriller","Nine Queens ",38215,"con artist|hotel|partner|scam|stamp","http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1","Spanish","Argentina",1500000,2000,7.9
"4418",112,712294,"Drama","The Ballad of Jack and Rose ",9408,"commune|defecation|environmentalism|fellatio|island","http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1","English","USA",1500000,2005,6.7
"4419",104,3447339,"Comedy|Romance","The To Do List ",29517,"feces in a swimming pool|female vomiting|high school|lifeguard|male objectification","http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1","English","USA",1500000,2013,5.8
"4420",99,418953,"Crime|Drama|Thriller","Killing Zoe ",17322,"bank|bastille day|call girl|childhood friend|drugs","http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1","English","France",1500000,1993,6.5
"4421",98,406035,"Drama","The Believer ",30314,"jew|jewish nazi|nazism|racism|skinhead","http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1","English","USA",1500000,2001,7.2
"4424",100,373967,"Horror|Mystery","Session 9 ",43839,"abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality","http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1","English","USA",1500000,2001,6.5
"4425",80,194568,"Comedy|Romance","I Want Someone to Eat Cheese With ",2963,"cheese|city|ice cream|school|second city","http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1","English","USA",1500000,2006,6.2
"4428",87,163245,"Comedy|Drama|Family","Modern Times ",143086,"actor director writer|invention|machine|music score composed by director|tramp","http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1","English","USA",1500000,1936,8.6
"4429",91,119841,"Drama","Stolen Summer ",2419,"catholic|catholicism|rabbi|school|summer","http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1","English","USA",1500000,2002,6.5
"4430",84,173066,"Comedy|Fantasy","My Name Is Bruce ",21379,"b movie|birthday|chinese|demon|small town","http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1","English","USA",1500000,2007,6.3
"4431",90,92362,"Comedy|Drama","The Salon ",444,"","http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1","English","USA",1500000,2005,4.3
"4432",98,105943,"Comedy","Road Hard ",1351,"girl in panties|panties|red panties|stand up comedy","http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1","English","USA",1500000,2015,6.1
"4434",124,183490,"Drama|War","Amigo ",463,"american|filipino|friendship|guerrilla army|village","http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1","English","USA",1700000,2010,5.8
"4435",95,3478,"Fantasy|Horror","Pontypool ",22212,"blood splatter|talk radio|virus|vomiting blood|zombie apocalypse","http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1","English","Canada",1500000,2008,6.7
"4436",90,52166,"Drama","Trucker ",2792,"cancer|cigarette smoking|hospital|one night stand|trucker","http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1","English","USA",2e+06,2008,6.7
"4438",101,1163508,"Drama|Fantasy|Horror|Thriller","The Lords of Salem ",20376,"blood|flashback|radio dj|radio station|vinyl","http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1","English","USA",2500000,2012,5.1
"4447",130,80033643,"Action|Crime|Mystery|Thriller","Jack Reacher ",226583,"coma|mysterious villain|police chase|shooting range|sniper","http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1","English","USA",6e+07,2012,7
"4450",83,184925485,"Animation|Family|Fantasy|Musical","Snow White and the Seven Dwarfs ",133348,"dwarf|love|princess|queen|snow white","http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1","English","USA",2e+06,1937,7.7
"4451",106,304124,"Drama","The Holy Girl ",2720,"16 year old|doctor|hotel|tinnitus|title directed by female","http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1","Spanish","Argentina",1400000,2004,6.7
"4453",94,36830,"Adventure|Comedy|Horror","Incident at Loch Ness ",3291,"boat|director|loch ness|loch ness monster|monster","http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1","English","UK",1400000,2004,6.6
"4459",120,3650677,"Comedy|Crime","Lock, Stock and Two Smoking Barrels ",414976,"antique|cockney accent|hatchet|money|shotgun","http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1","English","UK",960000,1998,8.2
"4462",105,1647780,"Drama","The Celebration ",65951,"dogme 95|family secret|haunted by the past|secret|speech","http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1","Danish","Denmark",1300000,1998,8.1
"4463",95,695229,"Comedy|Drama","Trees Lounge ",11369,"alcoholic drink|bar|drink|drinking|drunk","http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1","English","USA",1300000,1996,7.2
"4464",135,638951,"Drama","Journey from the Fall ",775,"1970s|1980s|nonlinear timeline|rescue|vietnam war","http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1","Vietnamese","USA",1592000,2006,7.4
"4465",105,609042,"Drama","The Basket ",449,"basketball|german immigrant|opera|two word title|war orphan","http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1","English","USA",1300000,1999,6.5
"4466",83,1521,"Comedy|Horror","Eddie: The Sleepwalking Cannibal ",1231,"art teacher|cannibal|inspiration|painter|sleepwalking","http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1","English","Canada",1500000,2012,5.7
"4467",111,32940507,"Action|Crime|Drama|Thriller","Mercury Rising ",54316,"autistic child|boy|child in danger|fbi|nsa","http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1","English","USA",6e+07,1998,6.1
"4471",87,19539,"Comedy","The Hebrew Hammer ",4182,"blaxploitation|hanukkah|jewish|kwanzaa|santa claus","http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1","English","USA",1e+06,2003,6.2
"4472",97,100358,"Comedy|Musical|Romance","Neal 'N' Nikki ",1167,"interrupted sex|kiss|love|mistaken sex scene|sex in car","http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1","English","India",1500000,2005,3.3
"4476",87,19100000,"Horror|Mystery|Thriller","Friday the 13th Part 2 ",39690,"ice pick|jason voorhees|lake|pitchfork|shack","http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1","English","USA",1250000,1981,6.1
"4479",80,2833383,"Drama|Music","Filly Brown ",910,"","http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1","English","USA",427000,2012,5.7
"4485",100,24741700,"Drama","Sex, Lies, and Videotape ",37785,"affair|interview|marriage|sex|videotape","http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1","English","USA",1200000,1989,7.2
"4486",103,55153403,"Horror|Mystery|Thriller","Saw ",299127,"chained|flashback|killer|serial killer|surprise ending","http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1","English","USA",1200000,2004,7.7
"4487",100,18488314,"Comedy|Crime|Mystery","Super Troopers ",76151,"drugs|highway|police|state trooper|vermont","http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1","English","USA",1200000,2001,7.1
"4489",89,11278,"Comedy|Drama","The Amazing Catfish ",1229,"actress shares first name with character|appendicitis|hospital|loss of mother|supermarket","http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1","Spanish","Mexico",1300000,2013,7
"4490",104,79363785,"Drama|Sci-Fi|Thriller","The Day the Earth Stood Still ",139426,"alien|earth|giant robot|military|scientist","http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1","English","USA",8e+07,2008,5.5
"4491",114,13876974,"Comedy|Drama|Romance","Monsoon Wedding ",19397,"arranged marriage|bride|celebration|marriage|wedding","http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1","Hindi","India",7e+06,2001,7.4
"4492",111,9180275,"Drama","You Can Count on Me ",22145,"bank|car accident|cheating husband|new york|single mother","http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1","English","USA",1200000,2000,7.7
